REF_DATE,GEO,DGUID,Educational qualification,Field of study,Gender,Age group,Status of student in Canada,Characteristics after graduation,Graduate statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2016,Canada,2016A11124,Doctoral degree,Education [1],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008100915,1.25.2.2.1.1.4.2,89500
2016,Canada,2016A11124,Doctoral degree,"Visual and performing arts, and communications technologies [2]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101040,1.25.4.2.1.1.4.1,55
2016,Canada,2016A11124,Doctoral degree,"Visual and performing arts, and communications technologies [2]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101041,1.25.4.2.1.1.4.2,25000
2016,Canada,2016A11124,Doctoral degree,Humanities [3],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101166,1.25.7.2.1.1.4.1,230
2016,Canada,2016A11124,Doctoral degree,Humanities [3],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101167,1.25.7.2.1.1.4.2,53400
2016,Canada,2016A11124,Doctoral degree,Social and behavioral sciences and law [4],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101292,1.25.16.2.1.1.4.1,375
2016,Canada,2016A11124,Doctoral degree,Social and behavioral sciences and law [4],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101293,1.25.16.2.1.1.4.2,74100
2016,Canada,2016A11124,Doctoral degree,"Business, management and public administration [5]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101418,1.25.24.2.1.1.4.1,85
2016,Canada,2016A11124,Doctoral degree,"Business, management and public administration [5]",Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101419,1.25.24.2.1.1.4.2,103400
2016,Canada,2016A11124,Doctoral degree,Physical and life sciences and technologies [6],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Number of graduates,Number,223,units,0,v1008101544,1.25.27.2.1.1.4.1,630
2016,Canada,2016A11124,Doctoral degree,Physical and life sciences and technologies [6],Male gender,15 to 64 years ,Canadian and international students,Graduates reporting employment income,Median employment income,2018 constant dollars,400,units,0,v1008101545,1.25.27.2.1.1.4.2,60300
